Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Panruti,1,RAJENDRAN.R,All India Anna Dravida Munnetra Kazhagam,88489,615,89104,45.22
Panruti,2,SIVAKOZHUNDU.P,Desiya Murpokku Dravida Kazhagam,3357,5,3362,1.71
Panruti,3,VELMURUGAN.T,Dravida Munnetra Kazhagam,92917,884,93801,47.6
Panruti,4,SUBHASHINI.R,Naam Tamilar Katchi,6511,36,6547,3.32
Panruti,5,JAYLANI,Makkal Needhi Maiam,1657,13,1670,0.85
Panruti,6,ARULKUMAR.R,Independent,159,0,159,0.08
Panruti,7,KAMADEVAN.S,Independent,69,0,69,0.04
Panruti,8,KRISHNARAJ.S,Independent,67,1,68,0.03
Panruti,9,KUMAR.D,Independent,45,3,48,0.02
Panruti,10,GOVINDASAMY.S,Independent,42,0,42,0.02
Panruti,11,SUMATHI.V,Independent,106,10,116,0.06
Panruti,12,NAGAMANI.M,Independent,45,0,45,0.02
Panruti,13,PRAKASH.R,Independent,125,0,125,0.06
Panruti,14,VELMURUGAN.K,Independent,418,0,418,0.21
Panruti,15,VELMURUGAN.R,Independent,152,0,152,0.08
Panruti,16,NOTA,None of the Above,1320,3,1323,0.67
Papanasam,1,"GOPINATHAN, K.",All India Anna Dravida Munnetra Kazhagam,69809,485,70294,35.69
Papanasam,2,"Dr.JAWAHIRULLAH, M.H.",Dravida Munnetra Kazhagam,85401,1166,86567,43.95
Papanasam,3,"KRISHNAKUMAR, N.",Naam Tamilar Katchi,14645,79,14724,7.47
Papanasam,4,"SHANTHA, K.",Makkal Needhi Maiam,2010,22,2032,1.03
Papanasam,5,"MUTHUKUMAR, R.",Anaithu Makkal Puratchi Katchi,251,1,252,0.13
Papanasam,6,"MEHRAJ BANU, N.",All India Jananayaka Makkal Kazhagam,166,3,169,0.09
Papanasam,7,"RENGASAMY, M.",Amma Makkal Munnettra Kazagam,19593,185,19778,10.04
Papanasam,8,"GOPI, N.",Independent,200,11,211,0.11
Papanasam,9,"GOPINATHAN, R.",Independent,559,8,567,0.29
Papanasam,10,"XAVIER, S.",Independent,159,4,163,0.08
Papanasam,11,"THIYAGARAJAN, V.",Independent,130,2,132,0.07
Papanasam,12,"RAJA, A.",Independent,474,3,477,0.24
Papanasam,13,"RAJA, A.M.",Independent,411,1,412,0.21
Papanasam,14,NOTA,None of the Above,1190,14,1204,0.61
Pappireddipatti,1,GOPI.K,Bahujan Samaj Party,623,2,625,0.28
Pappireddipatti,2,GOVINDASAMY.A,All India Anna Dravida Munnetra Kazhagam,113397,1110,114507,51.81
Pappireddipatti,3,PRABHURAJASEKAR.M,Dravida Munnetra Kazhagam,75831,1733,77564,35.1
Pappireddipatti,4,SRINIVASAN,Makkal Needhi Maiam,1720,9,1729,0.78
Pappireddipatti,5,PALANIAPPAN.P,Amma Makkal Munnettra Kazagam,15597,266,15863,7.18
Pappireddipatti,6,MURUGAN.R,Anaithu Makkal Puratchi Katchi,149,1,150,0.07
Pappireddipatti,7,RAMESH.R,Naam Tamilar Katchi,7490,83,7573,3.43
Pappireddipatti,8,ANAND KUMAR.K,Independent,186,1,187,0.08
Pappireddipatti,9,ELANGO.S,Independent,130,0,130,0.06
Pappireddipatti,10,GOVINDASAMY.R,Independent,426,6,432,0.2
Pappireddipatti,11,SELVAM.P,Independent,89,5,94,0.04
Pappireddipatti,12,PALANIYAPPAN.R,Independent,120,2,122,0.06
Pappireddipatti,13,MANIVANNAN.K,Independent,121,2,123,0.06
Pappireddipatti,14,MURUGAN.S,Independent,299,1,300,0.14
Pappireddipatti,15,VEERAMANI.T,Independent,257,0,257,0.12
Pappireddipatti,16,NOTA,None of the Above,1330,8,1338,0.61
Paramakudi,1,GOVINDAN V,Bahujan Samaj Party,416,9,425,0.23
Paramakudi,2,SADHAN PRABHAKAR N,All India Anna Dravida Munnetra Kazhagam,70488,1091,71579,39.3
Paramakudi,3,SELVI U,Desiya Murpokku Dravida Kazhagam,1988,21,2009,1.1
Paramakudi,4,MURUGESAN S,Dravida Munnetra Kazhagam,83016,1848,84864,46.59
Paramakudi,5,KARUPPU RAJA M,Makkal Needhi Maiam,3447,41,3488,1.91
Paramakudi,6,SASIKALA S,Naam Tamilar Katchi,16262,168,16430,9.02
Paramakudi,7,PARTHASARATHI M,My India Party,187,1,188,0.1
Paramakudi,8,RAMAPANDI C,Independent,184,2,186,0.1
Paramakudi,9,UDHAYAKUMAR M,Independent,208,0,208,0.11
Paramakudi,10,UDAYAKUMAR,Independent,96,0,96,0.05
Paramakudi,11,KUMAR S,Independent,78,1,79,0.04
Paramakudi,12,BALAMURUGAN S,Independent,196,2,198,0.11
Paramakudi,13,MURUKESAN K,Independent,684,3,687,0.38
Paramakudi,14,RAVISANKAR V,Independent,109,0,109,0.06
Paramakudi,15,RAJIV GANDHI K,Independent,350,4,354,0.19
Paramakudi,16,NOTA,None of the Above,1242,16,1258,0.69
Paramathi-Velur,1,RAMAN V,Bahujan Samaj Party,495,0,495,0.27
Paramathi-Velur,2,SEKAR S,All India Anna Dravida Munnetra Kazhagam,84593,1441,86034,46.83
Paramathi-Velur,3,MOORTHIY K S,Dravida Munnetra Kazhagam,76062,2310,78372,42.66
Paramathi-Velur,4,SAMINATHAN P P,Amma Makkal Munnettra Kazagam,1321,8,1329,0.72
Paramathi-Velur,5,SUNDARAM S,United States of India Party,132,4,136,0.07
Paramathi-Velur,6,NATARAJAN K,Makkal Needhi Maiam,1858,24,1882,1.02
Paramathi-Velur,7,MANI K,Ganasangam Party of India,128,4,132,0.07
Paramathi-Velur,8,UVARANI K,Naam Tamilar Katchi,11554,130,11684,6.36
Paramathi-Velur,9,KARTHIKEYAN N,Independent,69,1,70,0.04
Paramathi-Velur,10,KUZHANDAIVEL K,Independent,65,0,65,0.04
Paramathi-Velur,11,SATHISKUMAR D,Independent,66,1,67,0.04
Paramathi-Velur,12,SAMYNATHAN G,Independent,67,1,68,0.04
Paramathi-Velur,13,SEERANGAN P,Independent,155,1,156,0.08
Paramathi-Velur,14,SUNDARAM N,Independent,280,0,280,0.15
Paramathi-Velur,15,SEKAR N,Independent,269,1,270,0.15
Paramathi-Velur,16,SEKAR R,Independent,367,1,368,0.2
Paramathi-Velur,17,THANGARASU M,Independent,177,1,178,0.1
Paramathi-Velur,18,DEVANDRAN G,Independent,259,0,259,0.14
Paramathi-Velur,19,NALLAPPAN K,Independent,219,0,219,0.12
Paramathi-Velur,20,PAPATHI R,Independent,232,0,232,0.13
Paramathi-Velur,21,PARTHASARATHY S,Independent,88,0,88,0.05
Paramathi-Velur,22,BALASUBRAMANIAN A,Independent,21,0,21,0.01
Paramathi-Velur,23,BALAJI R,Independent,33,2,35,0.02
Paramathi-Velur,24,PRABHAHARAN M,Independent,41,1,42,0.02
Paramathi-Velur,25,PERIASAMY R,Independent,52,0,52,0.03
Paramathi-Velur,26,MOORTHY M,Independent,86,1,87,0.05
Paramathi-Velur,27,JAYAKUMAR K,Independent,112,0,112,0.06
Paramathi-Velur,28,NOTA,None of the Above,952,12,964,0.52
Pattukkottai,1,"ANNADURAI, K.",Dravida Munnetra Kazhagam,78060,1005,79065,44.62
Pattukkottai,2,"RENGARAJAN, N.R.",All India Anna Dravida Munnetra Kazhagam,53521,275,53796,30.36
Pattukkottai,3,KEERTHIKA ANBU,Naam Tamilar Katchi,10694,36,10730,6.06
Pattukkottai,4,"SADASIVAM, B.",Makkal Needhi Maiam,3070,18,3088,1.74
Pattukkottai,5,"SUNDARRAJ, M.",Anaithu Makkal Puratchi Katchi,178,1,179,0.1
Pattukkottai,6,"SELVAM, S.D.S.",Amma Makkal Munnettra Kazagam,5191,32,5223,2.95
Pattukkottai,7,"MEIKKAPPAN, T.",Anna Dravidar Kazhagam,322,0,322,0.18
Pattukkottai,8,"BALAKRISHNAN, V.",Independent,23704,67,23771,13.41
Pattukkottai,9,NOTA,None of the Above,1019,7,1026,0.58
Pennagaram,1,INBASEKARAN. P.N.P,Dravida Munnetra Kazhagam,83765,1172,84937,40.39
Pennagaram,2,UTHAYAKUMAR. R,Desiya Murpokku Dravida Kazhagam,2910,11,2921,1.39
Pennagaram,3,MOORTHI. S,Bahujan Samaj Party,238,7,245,0.12
Pennagaram,4,ANNADURAI. C,Desiya Makkal Sakthi Katchi,208,3,211,0.1
Pennagaram,5,TAMILAZHAGAN. R,Naam Tamilar Katchi,8890,55,8945,4.25
Pennagaram,6,MANI. G.K,Pattali Makkal Katchi,105250,873,106123,50.46
Pennagaram,7,SHAKILA. K,Makkal Needhi Maiam,1451,20,1471,0.7
Pennagaram,8,ANNADURAI. V,Independent,207,0,207,0.1
Pennagaram,9,SIVALINGAM. N,Independent,139,3,142,0.07
Pennagaram,10,DHARUMAN. K,Independent,242,1,243,0.12
Pennagaram,11,THIRUMURUGAN. P,Independent,450,1,451,0.21
Pennagaram,12,PERIYANANJAPPAN. A,Independent,1959,9,1968,0.94
Pennagaram,13,MANI. K.G.,Independent,211,1,212,0.1
Pennagaram,14,MANI. P,Independent,202,3,205,0.1
Pennagaram,15,MUNUSAMY. S,Independent,263,2,265,0.13
Pennagaram,16,NOTA,None of the Above,1754,5,1759,0.84
Perambalur,1,"RAJENDRAN, K.",Bahujan Samaj Party,519,1,520,0.22
Perambalur,2,"GUNASEKARAN, A.",Nationalist Congress Party,405,4,409,0.17
Perambalur,3,"THAMIZHSELVAN, R.",All India Anna Dravida Munnetra Kazhagam,90325,731,91056,37.94
Perambalur,4,"PRABHAHARAN, M.",Dravida Munnetra Kazhagam,119636,2454,122090,50.87
Perambalur,5,"RAJENDRAN, K.",Desiya Murpokku Dravida Kazhagam,2918,14,2932,1.22
Perambalur,6,"SASIKALA, M.",Indiya Jananayaka Katchi,1073,7,1080,0.45
Perambalur,7,"MAHESHWARI, M.",Naam Tamilar Katchi,18592,81,18673,7.78
Perambalur,8,"RADHIKA, T.",Puthiya Tamilagam,994,9,1003,0.42
Perambalur,9,"SATHISH, S.",Independent,379,0,379,0.16
Perambalur,10,NOTA,None of the Above,1867,17,1884,0.78
Perambur,1,SURESH. C,Bahujan Samaj Party,515,0,515,0.26
Perambur,2,SHEKAR. R.D,Dravida Munnetra Kazhagam,104580,687,105267,52.53
Perambur,3,DHANAPALAN N.R,All India Anna Dravida Munnetra Kazhagam,50093,198,50291,25.1
Perambur,4,SOOSAI. M.A,Republican Party of India (Athawale),296,0,296,0.15
Perambur,5,SEBASTIN. J,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),194,0,194,0.1
Perambur,6,PONNUSAMY. A,Makkal Needhi Maiam,17026,46,17072,8.52
Perambur,7,MERLIN SUGANTHI. S,Naam Tamilar Katchi,19787,34,19821,9.89
Perambur,8,LAKSHMI NARAYANAN. E,Amma Makkal Munnettra Kazagam,4039,3,4042,2.02
Perambur,9,UDAYAKUMAR. S,Independent,59,1,60,0.03
Perambur,10,KADHIRAVAN. M,Independent,48,0,48,0.02
Perambur,11,SATHISHKUMAR. S,Independent,106,0,106,0.05
Perambur,12,SATHEESH. J,Independent,174,0,174,0.09
Perambur,13,SARAVANA PERUMAL. R,Independent,65,0,65,0.03
Perambur,14,SELVARAJ. R,Independent,86,1,87,0.04
Perambur,15,SEKAR. P,Independent,166,0,166,0.08
Perambur,16,PARTHIPAN. P,Independent,172,0,172,0.09
Perambur,17,PREM ANAND. J,Independent,112,0,112,0.06
Perambur,18,RAJESH. K,Independent,163,0,163,0.08
Perambur,19,RAJESH KUMAR. S,Independent,90,0,90,0.04
Perambur,20,VASANTHA KUMAR. M,Independent,40,0,40,0.02
Perambur,21,VINOTHKUMAR. G,Independent,45,0,45,0.02
Perambur,22,VENKATESH. L,Independent,46,0,46,0.02
Perambur,23,NOTA,None of the Above,1508,7,1515,0.76
Peravurani,1,"ASHOKKUMAR, N.",Dravida Munnetra Kazhagam,88102,1028,89130,52.17
Peravurani,2,"SIVAKUMAR, M.",Desiya Murpokku Dravida Kazhagam,1618,5,1623,0.95
Peravurani,3,"THIRUGNANASAMBANDAM, S.V.",All India Anna Dravida Munnetra Kazhagam,65395,232,65627,38.41
Peravurani,4,"DURAIRAJ, G.",Bahujan Samaj Party,493,1,494,0.29
Peravurani,5,"DELIPAN, K.",Naam Tamilar Katchi,12109,45,12154,7.11
Peravurani,6,"PACHAMUTHU, P.",Indiya Jananayaka Katchi,552,2,554,0.32
Peravurani,7,"ELANGOVAN, G.",Independent,236,0,236,0.14
Peravurani,8,"UTHAYAKUMAR, U.",Independent,260,2,262,0.15
Peravurani,9,NOTA,None of the Above,768,2,770,0.45
Periyakulam,1,K.S.SARAVANAKUMAAR,Dravida Munnetra Kazhagam,90360,1891,92251,45.71
Periyakulam,2,M Murugan,All India Anna Dravida Munnetra Kazhagam,70444,486,70930,35.15
Periyakulam,3,Dr.K.Kathirkamu,Amma Makkal Munnettra Kazagam,16317,107,16424,8.14
Periyakulam,4,S.Chinnamuthu,My India Party,299,2,301,0.15
Periyakulam,5,S.PANDIYARAJAN,Makkal Needhi Maiam,5626,54,5680,2.81
Periyakulam,6,A.Murugesan,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),201,1,202,0.1
Periyakulam,7,Vimala,Naam Tamilar Katchi,11660,134,11794,5.84
Periyakulam,8,MADHU BHARATHI,Independent,622,6,628,0.31
Periyakulam,9,C.MAYAZHAKU,Independent,56,1,57,0.03
Periyakulam,10,MURUGAN,Independent,335,4,339,0.17
Periyakulam,11,M.Muniyappan,Independent,94,0,94,0.05
Periyakulam,12,M.Muneeswaran,Independent,143,0,143,0.07
Periyakulam,13,"A.C.MOHAN RAJ B.P.T.,",Independent,148,1,149,0.07
Periyakulam,14,P.RAMAIYA,Independent,112,0,112,0.06
Periyakulam,15,M.RAJENDRAN,Independent,237,5,242,0.12
Periyakulam,16,NOTA,None of the Above,2414,37,2451,1.21
Perundurai,1,"KULANDAIVEL, P. R.",Desiya Murpokku Dravida Kazhagam,857,1,858,0.45
Perundurai,2,KKC BALU,Dravida Munnetra Kazhagam,69569,1049,70618,37.2
Perundurai,3,"THAMBI, M.",Bahujan Samaj Party,1612,8,1620,0.85
Perundurai,4,"JAYAKUMAR, S.",All India Anna Dravida Munnetra Kazhagam,84532,593,85125,44.84
Perundurai,5,"DHAKSHINAMURTHI, K. S.",Desiya Makkal Sakthi Katchi,617,1,618,0.33
Perundurai,6,"NANDHAKUMAR, C. K.",Makkal Needhi Maiam,3506,27,3533,1.86
Perundurai,7,"PRABAKARAN, D.",All India Jananayaka Makkal Kazhagam,102,0,102,0.05
Perundurai,8,"RAMESH, M.",Namathu Kongu Munnetra Kalagam,89,1,90,0.05
Perundurai,9,"LOGANATHAN, C.",Naam Tamilar Katchi,10243,51,10294,5.42
Perundurai,10,"VELUSAMY, P.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,107,0,107,0.06
Perundurai,11,"KARTHI, M.",Independent,169,0,169,0.09
Perundurai,12,"KRISHNAN, S.",Independent,79,0,79,0.04
Perundurai,13,"GOPALAKRISHNAN, J.",Independent,182,0,182,0.1
Perundurai,14,SHANKARSAMY,Independent,3328,8,3336,1.76
Perundurai,15,"SATHISHKUMAR, N.",Independent,799,0,799,0.42
Perundurai,16,"SAMPATH KUMAR, K.",Independent,245,0,245,0.13
Perundurai,17,"DEVENDARAMANICKAM, S. R.",Independent,176,4,180,0.09
Perundurai,18,THOPPU VENKATACHALAM (A) N.D .VENKATACHALAM,Independent,9815,80,9895,5.21
Perundurai,19,"BALASUBRAMANI, V. M.",Independent,128,0,128,0.07
Perundurai,20,"BALAMURUGAN, M.",Independent,129,0,129,0.07
Perundurai,21,"MYILSAMY, M.",Independent,85,1,86,0.05
Perundurai,22,"VENKATACHALAM, K.",Independent,59,1,60,0.03
Perundurai,23,"VENKADACHALAM, P. R.",Independent,219,2,221,0.12
Perundurai,24,"JEEVA, N.",Independent,74,0,74,0.04
Perundurai,25,"JOTHIMURUGAN, P.",Independent,106,0,106,0.06
Perundurai,26,NOTA,None of the Above,1179,10,1189,0.63
Pollachi,1,"Aruchamy, C.M.",Bahujan Samaj Party,488,3,491,0.28
Pollachi,2,Pollachi V. Jayaraman,All India Anna Dravida Munnetra Kazhagam,79906,661,80567,45.44
Pollachi,3,"Dr. Varadharajan, K.",Dravida Munnetra Kazhagam,77882,960,78842,44.47
Pollachi,4,"Sathieshkumar, V.T.",Makkal Needhi Maiam,7548,41,7589,4.28
Pollachi,5,"Sugumar, K.",Amma Makkal Munnettra Kazagam,1135,6,1141,0.64
Pollachi,6,"Logeswari, N.",Naam Tamilar Katchi,6375,27,6402,3.61
Pollachi,7,"Shanthu Mohamed, A.",Independent,368,0,368,0.21
Pollachi,8,"Muthukumarasamy, R.",Independent,361,1,362,0.2
Pollachi,9,NOTA,None of the Above,1533,13,1546,0.87
Polur,1,Ezhilarasu. M,Bahujan Samaj Party,600,4,604,0.3
Polur,2,Agri KRISHNAMURTHY. S S,All India Anna Dravida Munnetra Kazhagam,96878,854,97732,48.38
Polur,3,SEKARAN. K.V,Dravida Munnetra Kazhagam,86544,1463,88007,43.57
Polur,4,KALAVATHI. G,Makkal Needhi Maiam,1561,19,1580,0.78
Polur,5,LAVANYA. L,Naam Tamilar Katchi,10065,132,10197,5.05
Polur,6,VIJAYAKUMAR. C,Amma Makkal Munnettra Kazagam,646,10,656,0.32
Polur,7,GANESAN. C,Independent,55,0,55,0.03
Polur,8,KALAIMANI. S,Independent,56,0,56,0.03
Polur,9,KRISHNAMURTHI. K,Independent,50,0,50,0.02
Polur,10,Shanmugasundaram. E,Independent,82,8,90,0.04
Polur,11,SATHIYARAJ. P,Independent,77,10,87,0.04
Polur,12,CHIDAMBARAM. V,Independent,71,1,72,0.04
Polur,13,SIVA. A,Independent,216,0,216,0.11
Polur,14,DAKSNAMOORTHY. R,Independent,1188,0,1188,0.59
Polur,15,MURUGESAN. D,Independent,278,0,278,0.14
Polur,16,NOTA,None of the Above,1131,13,1144,0.57
Ponneri,1,DURAI. CHANDRASEKAR,Indian National Congress,93669,859,94528,44.94
Ponneri,2,BALARAMAN. P,All India Anna Dravida Munnetra Kazhagam,84534,305,84839,40.33
Ponneri,3,BHAVANI ILAVENIL. J,Bahujan Samaj Party,1102,4,1106,0.53
Ponneri,4,DESINGURAJAN. D,Makkal Needhi Maiam,5372,22,5394,2.56
Ponneri,5,MAHESWARI. A,Naam Tamilar Katchi,18973,54,19027,9.05
Ponneri,6,PON. RAJA,Amma Makkal Munnettra Kazagam,2813,19,2832,1.35
Ponneri,7,VIJAYAKUMAR. V,Anna MGR Dravida Makkal Kalgam,189,1,190,0.09
Ponneri,8,ASHOK PRIYADARSHAN. S,Independent,470,0,470,0.22
Ponneri,9,SAMBATH KUMAR.C.H,Independent,116,0,116,0.06
Ponneri,10,SUGUMAR. K,Independent,298,0,298,0.14
Ponneri,11,NOTA,None of the Above,1551,3,1554,0.74
Poompuhar,1,T. Ilanchezhian,Bahujan Samaj Party,496,4,500,0.24
Poompuhar,2,S.Pavunraj,All India Anna Dravida Munnetra Kazhagam,92299,504,92803,44.65
Poompuhar,3,Nivedha M. Murugan,Dravida Munnetra Kazhagam,95161,941,96102,46.24
Poompuhar,4,P. Kaliyammal,Naam Tamilar Katchi,14783,40,14823,7.13
Poompuhar,5,S.Senthamizhan,Amma Makkal Munnettra Kazagam,1212,8,1220,0.59
Poompuhar,6,M.H.Meharajdeen,Makkal Needhi Maiam,946,4,950,0.46
Poompuhar,7,A. Kalaivanan,Independent,102,0,102,0.05
Poompuhar,8,S.Pandiyarajan,Independent,343,0,343,0.17
Poompuhar,9,S.Murugan,Independent,261,1,262,0.13
Poompuhar,10,NOTA,None of the Above,727,6,733,0.35
Poonamallee,1,Krishnaswamy A,Dravida Munnetra Kazhagam,148383,1195,149578,56.72
Poonamallee,2,Sathyamurthy A C,Bahujan Samaj Party,2880,11,2891,1.1
Poonamallee,3,Rajamannar S X,Pattali Makkal Katchi,55249,219,55468,21.03
Poonamallee,4,Elumalai T.A.,Amma Makkal Munnettra Kazagam,8771,34,8805,3.34
Poonamallee,5,Boshya Gayathri M,My India Party,288,2,290,0.11
Poonamallee,6,Manimekalai A,Naam Tamilar Katchi,29804,67,29871,11.33
Poonamallee,7,Revathi Manimegalai J,Makkal Needhi Maiam,11877,50,11927,4.52
Poonamallee,8,Sivakumar S,Independent,403,0,403,0.15
Poonamallee,9,Dhasarathan R,Independent,173,0,173,0.07
Poonamallee,10,Purushothaman B,Independent,173,2,175,0.07
Poonamallee,11,Ravikumar M,Independent,448,0,448,0.17
Poonamallee,12,Rajesh P,Independent,241,0,241,0.09
Poonamallee,13,Venkatesan J,Independent,240,0,240,0.09
Poonamallee,14,Velu S,Independent,359,0,359,0.14
Poonamallee,15,NOTA,None of the Above,2849,18,2867,1.09
Pudukkottai,1,KARTHIK THONDAIMAN,All India Anna Dravida Munnetra Kazhagam,72247,554,72801,40.47
Pudukkottai,2,M . SUBRAMANIAN,Desiya Murpokku Dravida Kazhagam,1857,16,1873,1.04
Pudukkottai,3,V . MUTHURAJA,Dravida Munnetra Kazhagam,83792,2010,85802,47.7
Pudukkottai,4,VENGADESHWARAN,Bahujan Samaj Party,456,7,463,0.26
Pudukkottai,5,KUMAR,My India Party,95,0,95,0.05
Pudukkottai,6,SASIKUMAR,Naam Tamilar Katchi,11411,92,11503,6.39
Pudukkottai,7,M. SARAVANA DEVA,Namadhu Makkal Katchi,416,8,424,0.24
Pudukkottai,8,S . MOORTHY,Makkal Needhi Maiam,3920,28,3948,2.19
Pudukkottai,9,I . ABDULLAH,Independent,41,0,41,0.02
Pudukkottai,10,KARUPPAIAH . C,Independent,103,1,104,0.06
Pudukkottai,11,S . KARTHIKEYAN,Independent,58,0,58,0.03
Pudukkottai,12,KARTHIKEYAN,Independent,388,5,393,0.22
Pudukkottai,13,S . SAHUL AMEEDU,Independent,88,1,89,0.05
Pudukkottai,14,S . SOUNDAR RAJA,Independent,204,1,205,0.11
Pudukkottai,15,K . DHANAGOPAL,Independent,180,0,180,0.1
Pudukkottai,16,DURAI GUNA,Independent,475,1,476,0.26
Pudukkottai,17,V. N. MUTHUKUMAR,Independent,380,0,380,0.21
Pudukkottai,18,M . RAJINIKANTH,Independent,90,0,90,0.05
Pudukkottai,19,A. RAJASEKAR,Independent,250,0,250,0.14
Pudukkottai,20,P. VIJAYAKUMAR,Independent,71,0,71,0.04
Pudukkottai,21,N. VEERIAH,Independent,42,0,42,0.02
Pudukkottai,22,NOTA,None of the Above,596,8,604,0.34
Radhapuram,1,M.Appavu,Dravida Munnetra Kazhagam,80241,2090,82331,43.95
Radhapuram,2,E.Esakkiammal,Bahujan Samaj Party,460,4,464,0.25
Radhapuram,3,I.S.Inbadurai,All India Anna Dravida Munnetra Kazhagam,75749,657,76406,40.79
Radhapuram,4,K.Jeyabalan,Desiya Murpokku Dravida Kazhagam,2409,23,2432,1.3
Radhapuram,5,N.Godfrey Washington Noble,Aanaithinthiya Jananayaka Pathukappu Kazhagam,235,0,235,0.13
Radhapuram,6,M.Chandran,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,291,4,295,0.16
Radhapuram,7,J.Jesu Rajendran,Naam Indiar Party,328,1,329,0.18
Radhapuram,8,R.Jesu Dhasan,Naam Tamilar Katchi,19271,100,19371,10.34
Radhapuram,9,M.Antony Rossary,Independent,98,0,98,0.05
Radhapuram,10,S.Abinanth Ram,Independent,68,1,69,0.04
Radhapuram,11,D.Arunraj,Independent,139,0,139,0.07
Radhapuram,12,S.Katteri Perumal,Independent,59,0,59,0.03
Radhapuram,13,N.Kannan,Independent,191,2,193,0.1
Radhapuram,14,A.Kumar,Independent,309,9,318,0.17
Radhapuram,15,M.Saswathan,Independent,116,1,117,0.06
Radhapuram,16,R.Sudalaimani,Independent,466,4,470,0.25
Radhapuram,17,K.Subburaj,Independent,518,0,518,0.28
Radhapuram,18,D.Sheik Syed Ali,Independent,95,0,95,0.05
Radhapuram,19,T.Sermadurai,Independent,455,1,456,0.24
Radhapuram,20,G.Deva Peran,Independent,1221,3,1224,0.65
Radhapuram,21,S.Manikandan,Independent,52,0,52,0.03
Radhapuram,22,T.Muthu Selvi,Independent,308,2,310,0.17
Radhapuram,23,T.Rethina Pandi,Independent,59,0,59,0.03
Radhapuram,24,M.Vijayakumar,Independent,143,0,143,0.08
Radhapuram,25,T.Venus Veera Arasu,Independent,222,2,224,0.12
Radhapuram,26,NOTA,None of the Above,894,9,903,0.48
Rajapalayam,1,THANGAPANDIAN S.,Dravida Munnetra Kazhagam,72712,1446,74158,41.5
Rajapalayam,2,RAJENTHRABHALAJI K.T,All India Anna Dravida Munnetra Kazhagam,69870,390,70260,39.32
Rajapalayam,3,AYYAR V.K.,Puthiya Tamilagam,3348,40,3388,1.9
Rajapalayam,4,KALIMUTHU K.,Amma Makkal Munnettra Kazagam,7607,53,7660,4.29
Rajapalayam,5,DHARMALINGAM K.,Republican Party of India (Athawale),106,3,109,0.06
Rajapalayam,6,VIVEKANANTHAN S.,Makkal Needhi Maiam,4023,36,4059,2.27
Rajapalayam,7,JEYARAJ V.,Naam Tamilar Katchi,15448,145,15593,8.73
Rajapalayam,8,KALIMUTHU K.,Independent,120,0,120,0.07
Rajapalayam,9,SELVARAJ G.,Independent,84,2,86,0.05
Rajapalayam,10,THANGAPANDI B.,Independent,111,1,112,0.06
Rajapalayam,11,THANGAPANDI S.,Independent,261,3,264,0.15
Rajapalayam,12,MANIKUMAR M.,Independent,546,2,548,0.31
Rajapalayam,13,VIJAYAKUMAR E.,Independent,140,0,140,0.08
Rajapalayam,14,JEYAPRAKASH I.,Independent,335,1,336,0.19
Rajapalayam,15,NOTA,None of the Above,1869,6,1875,1.05
Ramanathapuram,1,ALLAPICHAI,Bahujan Samaj Party,634,2,636,0.3
Ramanathapuram,2,KATHARBATCHA MUTHURAMALINGAM,Dravida Munnetra Kazhagam,109712,1370,111082,51.88
Ramanathapuram,3,D.KUPPURAMU,Bharatiya Janata Party,60262,341,60603,28.31
Ramanathapuram,4,AMUTHAN,Namadhu Makkal Katchi,382,1,383,0.18
Ramanathapuram,5,K.ILANGO,Naam Tamilar Katchi,16960,86,17046,7.96
Ramanathapuram,6,K.P SARAVANAN,Makkal Needhi Maiam,1962,23,1985,0.93
Ramanathapuram,7,G.MUNIYASAMY,Amma Makkal Munnettra Kazagam,6710,50,6760,3.16
Ramanathapuram,8,R.S.WILHELM BENJAMIN ANAND,Bahujan Dravida Party,77,1,78,0.04
Ramanathapuram,9,V.JAYAPRAKASH,My India Party,133,0,133,0.06
Ramanathapuram,10,ASANALI,Independent,77,1,78,0.04
Ramanathapuram,11,K.KURUNTHAPPAN,Independent,245,1,246,0.11
Ramanathapuram,12,SALEEM,Independent,125,3,128,0.06
Ramanathapuram,13,S.SURESH,Independent,190,0,190,0.09
Ramanathapuram,14,SURYAPRAKASH,Independent,1000,2,1002,0.47
Ramanathapuram,15,P.MALAICHAMY,Independent,10808,14,10822,5.05
Ramanathapuram,16,MISRA G,Independent,493,2,495,0.23
Ramanathapuram,17,N MUNIYASAMI,Independent,119,0,119,0.06
Ramanathapuram,18,E VINOTH,Independent,1216,0,1216,0.57
Ramanathapuram,19,B VIJAYAPRAKASH,Independent,343,0,343,0.16
Ramanathapuram,20,NOTA,None of the Above,747,6,753,0.35
Ranipet,1,R.GANDHI,Dravida Munnetra Kazhagam,102273,1018,103291,49.79
Ranipet,2,S.M.SUGUMAR,All India Anna Dravida Munnetra Kazhagam,86339,454,86793,41.84
Ranipet,3,A.YUVARAJ,Bahujan Samaj Party,664,5,669,0.32
Ranipet,4,M.ATHAM BASHA,Makkal Needhi Maiam,2746,16,2762,1.33
